,Problem_Slug,Description,Plag_Slug_Percentage
341,6y956v,"Ikaris is trying to learn angular and after looking into the following code from the internethe can't understand the difference betweenparamMap and the queryParamMap, choose the suitable option and explain him . r :-interface ParamMap {
keys: string[]
has(name: string): boolean
get(name: string): string | null
getAll(name: string): string[]
}
Both are Observables containing values from the requested routes URL string. The paramMap contains the parameter values that are in the URL path and the queryParamMap contains the URL query parameters.","[['6y956v', 79.78]]"
342,oq30av,"Harward is trying to learn Angular frameworks and he is stuck with a problem, after looking to the book and even using the Internet he can't understand the problem, he approached you to help him and tell himHow can you use the HttpClient to send a POST request to an endpoint from within an addOrder function in this OrderService? :-export class OrderService {
constructor(private httpClient: HttpClient) { }
addOrder(order: Order) {
}
}
this.httpClient.post(this.orderUrl, order).subscribe();
","[['oq30av', 94.35], ['yyb6r1', 69.69]]"
343,4g8r3a,"RouteConfigLoadStart,Scroll,RouteConfigLoadStart are types of what ?Router navigation events","[['4g8r3a', 77.65]]"
344,3g1o3e,"Clark is trying to learn Angular frameworks and he is stuck with a problem, after looking at the book and even using the Internet he can't understand the peoblem, he approaches you to help him and tell him what does this code signifies:-{ path: '**', component:}.
It is used to set up Wildcard Routes","[['3g1o3e', 92.11], ['8y41xn', 77.77], ['gb6xxp', 75.41], ['1q693q', 75.29], ['0qrmve', 73.38], ['8y41dy', 73.26], ['eew6oy', 70.24], ['lq1man', 69.12], ['xqm4o1', 68.27], ['8y41n3', 67.71]]"
345,ao6pwm,"Velma is learning Angularand after looking into the following code:-const routes: Routes = [
{ path: 'first-component', component: FirstComponent },
{ path: 'second-component', component: SecondComponent },
{ path: '*', component: PageNotFoundComponent },
]; 
and she asks you this Question What is the main application of using Wildcard routes? Choose the right answer to explain to her what it is?Both 1 and 2","[['ao6pwm', 94.42]]"
346,pogra3,"Which of the following is the correct methodto define the link to the auxiliary route for the application to navigate in a program?a [routerLink]=""[{ outlets: { 'sidebar': ['component-aux'] } }]""
Component Aux
/a
","[['pogra3', 81.82]]"
347,1q693q,"Steve is trying to learn Angular frameworks and he is stuck with a problem, after looking at the book and even using the Internet he can't understand the peoblem, he approaches you to help him and tell him.Which one of the following is the correct way to apply a guard to route?{
path: ‘users’,
canActivate:[RoleGuard],
component: UserComponent
}
","[['1q693q', 94.7], ['gb6xxp', 86.01], ['0qrmve', 80.89], ['8y41xn', 80.26], ['yybrm9', 79.46], ['3g1o3e', 77.75], ['lq1man', 75.3], ['8y41dy', 73.26], ['eew6oy', 72.44], ['8y41n3', 71.51], ['0qrme8', 65.86]]"
348,gb6x0r,"How do make selected elements active based on the selected route?li routerLinkActive = “active”
a routerLink=’/users’/a/li
[routerLinkActiveOptions]=”{exact: true}”
",[]
349,q6gqa1,"If Dwayne gives you a question that which one of the following is the correct way to add the routerLinkActive directive in a program code for navigation. How would you choose the right answer?nav a class=""button"" routerLink=""/crisis-list"" routerLinkActive=""activebutton""Crisis Center/a | a class=""button"" routerLink=""/heroes-list"" routerLinkActive=""activebutton""Heroes/a /nav
",[]
350,5ywq3w,"Which one of the following is the correct way to set up Routers in Angular frameworks?const routes_config : Routes = [
{path: ‘roles’, component: RoleComponent},
{ path: ‘home’, component: HomeComponent }
]
",[]
351,0qrmve,"Ryan is trying to learn Angular frameworks and he is stuck with a problem, after looking to the book and even using the Internet he can't understand the peoblem, he approaches you to help him and tell him Which one of these is the right way to set the href value in an application root?base href=""/""
","[['0qrmve', 98.65], ['1q693q', 82.38], ['gb6xxp', 80.49], ['8y41xn', 78.02], ['q6gq9p', 76.51], ['yybrm9', 75.58], ['8y4epa', 72.43], ['lq1man', 72.05], ['3g1o3e', 71.74], ['8y41dy', 71.19], ['xqm4o1', 70.72], ['eew6oy', 70.38], ['bnve6y', 69.98], ['8y41n3', 66.76]]"
352,rld5pv,"The Following Code is an example of ?const routes: Routes = [
{ path: 'first-component', component: FirstComponent },
{ path: 'second-component', component: SecondComponent },
{ path: '*', component: PageNotFoundComponent },
];
Routing module","[['rld5pv', 96.34], ['0qrmmx', 77.14]]"
353,9depvp,Which of these is not an example of Router navigation events?RouterNavigationConfig,"[['9depvp', 93.17]]"
354,eew6gq,"Rick is trying to learn angular but he got stuck on this question what does the prelodingStrategy propertyin this router code?RouterModule.forRoot (
...
{
preloadingStrategy: PreloadAllModules
}
)
 It preloads all dependencies for routes, creating instances of services when the app first starts up","[['eew6gq', 65.57]]"
355,n1mepw,Peteris trying to learn Angular frameworks question aroseWhat is the RouterModule.forRoot method used for?Register any providers that you intend to use in routed components.,"[['n1mepw', 67.24]]"
356,bnvdg5,"You have to build an angular component, the requirement is to define a method which angular fires when it detects changes to data-bound input propertyexport class ProductDetailComponent implements OnChanges {
@Input() rating = 0;
starWidth = 0;
 ________: void {
this.starWidth = this.rating * 75 / 5;
}
} 
, which options need to be correctly placed from the following?ngOnChanges()
","[['bnvdg5', 94.75]]"
357,wpba34,"You have built an angular component, the requirement is to define the method and get id from the URL using the ActivatedRoute subscriber injected in Angular?export class ProductDetailComponent implements OnInit {
 ngOnInit(): void {
const id = Number(_____________('id'));
if (id) {
this.getProduct(id);
}
}
} 
, which options need to be correctly placed from the following?this.route.snapshot.paramMap.get
","[['wpba34', 88.91]]"
358,8y41vl,"You have to build an angular component, the requirement is to define a method which is basically used to filter an item from a group of items such aswhich are there in an array or an object array and need to check if a string contains a specified stringand it's a case-sensitive method.export class ProductListComponent {
products: IProduct[] = [];
performFilter(filterBy: string): IProduct[] {
filterBy = filterBy.toLocaleLowerCase();
return this.products.filter((product: IProduct) =
product.productName.toLocaleLowerCase()._______(filterBy));
}
} 
, which options need to be correctly placed from the following?includes","[['8y41vl', 93.99], ['lq1mpa', 85.12], ['xqm4pr', 83.05]]"
359,xqm4pr,"You have to build an angular component, the requirement is to define a method which is basically used to filter an item from a group of items such aswhich are there in an array or an object array and convert a string to lowercase lettersexport class ProductListComponent {
products: IProduct[] = [];
performFilter(filterBy: string): IProduct[] {
filterBy = filterBy;
return this.products.filter((product: IProduct) =
product.productName._________.includes(filterBy));
}
} 
, which options need to be correctly placed from the following?toLocaleLowerCase()
","[['xqm4pr', 93.35], ['lq1mpa', 85.06], ['8y41vl', 84.08]]"
360,lq1mpa,"You have built an angular component, the requirement is to define a method which is basically used to filter an item from a group of items such aswhich are there in an array or an object array.export class ProductListComponent {
products: IProduct[] = [];
performFilter(filterBy: string): IProduct[] {
filterBy = filterBy.toLocaleLowerCase();
return this.products._______((product: IProduct) =
product.productName.toLocaleLowerCase().includes(filterBy));
}
} 
, which options need to be correctly placed from the following?filter
","[['lq1mpa', 92.65], ['8y41vl', 84.05], ['xqm4pr', 82.69]]"
361,6y95vv,"You have to build an angular component, the requirement is to define a method which release resources or cancel Observable executions.The below code gives a compilation error for the Subscription type._____________
export class ProductListComponent implements OnDestroy {
sub!: Subscription;
constructor(private productService: ProductService) {}
 ngOnDestroy(): void {
this.sub.unsubscribe();
}
} 
, which options need to be correctly placed from the following?import { Subscription } from 'rxjs';
","[['6y95vv', 88.86], ['oq30pv', 67.57]]"
362,oq30pv,"You have built an angular component, the requirement is to define a method that releases resources or cancels Observable executions.export class ProductListComponent implements OnDestroy {
sub!: Subscription;
constructor(private productService: ProductService) {}
 ngOnDestroy(): void {
this.sub.________();
}
} 
, which options need to be correctly placed from the following?unsubscribe
","[['oq30pv', 88.44], ['6y95vv', 67.64]]"
363,yyb65a,"You have to build an angular component, the requirement is to define a method which will be invoked immediately before a directive, pipe, or service instance is destroyed.export class ProductListComponent implements OnDestroy { sub!: Subscription;
constructor(private productService: ProductService) {}
 _____ : void {
this.sub.unsubscribe();
}
} 
, which options needs to correctly placed from the following ?ngOnDestroy()
","[['yyb65a', 92.95]]"
364,vbgd3m,"You have built a angular component in which a ProductService class is injected to call an Observable the instance that begins publishing values and used to send messages to an observable which are then sent to all angular components that are observers/subscribersexport class ProductListComponent implements OnInit {
constructor(private productService: ProductService) {}
 ngOnInit(): void {
this.sub = this.productService.getProducts().subscribe({
_____: products = {
this.products = products;
this.filteredProducts = this.products;
},
error: err = this.errorMessage = err
});
}
} 
, which options need to be correctly placed from the following?next
","[['vbgd3m', 88.53], ['3g1ove', 74.37]]"
365,3g1ove,"You have built an angular component in which a ProductService class is injected to call an Observable instance that begins publishing values.export class ProductListComponent implements OnInit {
constructor(private productService: ProductService) {}
 ngOnInit(): void {
this.sub = this.productService.getProducts().__________({
next: products = {
this.products = products;
this.filteredProducts = this.products;
},
error: err = this.errorMessage = err
});
}
}
, which options need to be correctly placed from the following?subscribe
","[['3g1ove', 83.88], ['vbgd3m', 74.39]]"
366,4g8rva,"You have built an angular component in which I am trying to set the directive/component's input properties.There is a constructor() to set up Dependency Injection.@Component({
templateUrl: './product-list.component.html',
styleUrls: ['./product-list.component.css']
})
export class ProductListComponent implements OnInit { ____________________
 ngOnInit(): void {
this.sub = this.productService.getProducts().subscribe({
next: products = {
this.products = products;
this.filteredProducts = this.products;
},
error: err = this.errorMessage = err
});
}
}
, which options need to be correctly placed before the ngOnInit Lifecycle hook from the following?constructor(private productService: ProductService) {}","[['4g8rva', 84.6], ['ao6pym', 73.17]]"
367,ao6pym,"You have built an angular component in which I am trying set the directive/component's input properties.@Component({
templateUrl: './product-list.component.html',
styleUrls: ['./product-list.component.css']
})
export class ProductListComponent implements OnInit {
 _______: void {
this.sub = this.productService.getProducts().subscribe({
next: products = {
this.products = products;
this.filteredProducts = this.products;
},
error: err = this.errorMessage = err
});
}
}
, which options need to be correctly placed from the following?ngOnInit()
","[['ao6pym', 82.4], ['4g8rva', 76.27]]"
368,d084g9,"You have building a angular service which is used for communicating with a remote server over HTTP.
export class ProductService {
private productUrl = 'api/products';
constructor(private http: __________) { }
}, 
which options need to be correctly placed from the following?HttpClient
","[['d084g9', 82.07]]"
369,pogrp3,"The below code represent the Guard Service which used to validate the navigation route :    export class ProductDetailGuard implements CanActivate {
constructor(private router: Router) {}
canActivate(
route: ActivatedRouteSnapshot,
state: RouterStateSnapshot):_______ {
return true;
} , 
Kindly fill the required blank from the following options?boolean
","[['pogrp3', 83.05]]"
370,1q69vq,"Suppose you have the following imports in the Angular module :imports: [
HttpClientModule,
)
] , 
You get a compilation error for the HttpClientModule line, it is found that the declaration namespace is missing for the module, choose the right option from the following?import { HttpClientModule } from '@angular/common/http';
","[['1q69vq', 92.16]]"
371,gb6xvr,"You have API in place, in order to communicate with back end APIs, you need to right namespace for the below code sample : imports: [
BrowserModule,
_____________,
RouterModule.forRoot([
{ path: 'welcome', component: WelcomeComponent },
{ path: '', redirectTo: 'welcome', pathMatch: 'full' },
{ path: '**', redirectTo: 'welcome', pathMatch: 'full' }
])
] ,
 Choose the right option from the following?HttpClientModule
","[['gb6xvr', 91.86]]"
372,5ywqvw,"You have an objective where you need to provide a service that is essential to launch and run a browser application. The below code sample is from the Angular Module kindly the fill the required blank with appropriate options :Imports: [
__________,
,
RouterModule.forRoot([
{ path: 'welcome', component: WelcomeComponent },
{ path: '', redirectTo: 'welcome', pathMatch: 'full' },
{ path: '**', redirectTo: 'welcome', pathMatch: 'full' }
]),
ProductModule
],
BrowserModule
","[['5ywqvw', 92.8]]"
373,q6gqp1,"You are building a router module as shown in below code : You have a requirement to lazy load a Product Module with preload strategy.@NgModule({
imports: [
RouterModule.forRoot([
{ path: 'welcome', component: WelcomeComponent },
{
path: 'products',
canActivate: [AuthGuard],
data: { _________ },
loadChildren: () =
import('./products/product.module').then(m = m.ProductModule)
},
{ path: '', redirectTo: 'welcome', pathMatch: 'full' },
{ path: '**', component: PageNotFoundComponent }
], { enableTracing: true, preloadingStrategy: SelectiveStrategy })
],
exports: [RouterModule]
}) , 
Choose the correct options for the blank spaces ?preload: false
","[['9depb5', 82.79], ['q6gqp1', 82.24]]"
374,rld5ov,"You are building an angular guard service where you need deactivate a route as we navigate away from the path.You need to check if there modification made to component by the end user.message.component.ts : 
export class ProductEditGuard implements CanDeactivateProductEditComponent{

canDeactivate(component: ProductEditComponent,
currentRoute: ActivatedRouteSnapshot,
currentState: RouterStateSnapshot,
nextState?: RouterStateSnapshot): boolean | Observableboolean | Promiseboolean {

if (________) {
const productName = component.product.productName || 'New Product';
return confirm(`Navigate away and lose all changes to ${productName}?`);
}
return true;
}
which options needs to correctly placed from the following ?component.isDirty
","[['rld5ov', 84.3], ['0qrmoe', 71.89]]"
375,0qrmoe,"You are building an angular guard service where you need deactivate a route as we navigate away from the pathmessage.component.ts : 
export class ProductEditGuard implements _________ProductEditComponent{

____________(component: ProductEditComponent,
currentRoute: ActivatedRouteSnapshot,
currentState: RouterStateSnapshot,
nextState?: RouterStateSnapshot): boolean | Observableboolean | Promiseboolean {

if (component.isDirty) {
const productName = component.product.productName || 'New Product';
return confirm(`Navigate away and lose all changes to ${productName}?`);
}
return true;
}
which options needs to correctly placed from the following ?CanDeactivate
","[['0qrmoe', 79.02], ['rld5ov', 71.66]]"
376,eew6xq,"You have building a angular component,requirement to close the message pop up page after clicking on the buttonmessage.component.html :
 button class=""btn btn-light btn-sm float-right""
(click)=________
X
/button
message.component.ts : 
close(): void {
// Close the popup.
this.router.navigate([{ outlets: { popup: null } }]);
this.messageService.isDisplayed = false;
}
which options needs to correctly placed from the following ?""close()""
","[['9dep1p', 86.41], ['eew6xq', 85.65]]"
377,9dep1p,"You have building a angular component,requirement to close the message pop up page after clicking on the buttonmessage.component.html :
 button class=""btn btn-light btn-sm float-right""
_____=""close()""
X
/button
message.component.ts : 
close(): void {
// Close the popup.
this.router.navigate([{ outlets: { popup: null } }]);
this.messageService.isDisplayed = false;
}
, which options needs to correctly placed from the following ?(click)
","[['9dep1p', 86.41], ['eew6xq', 83.94]]"
378,mqg90x,"You have building a angular component,requirement to load messages value in the UIproduct-list.component.html :
 div *ngFor=""let message of messages; let i=index""
div *ngIf=""i10""
class=""message-row""
__________
/div
/div
product-list.component.ts : 
export class MessageComponent {
get messages(): string[] {
return this.messageService.messages;
}
which options needs to correctly placed for Data Binding from component after conditional check from the following ?{{ message }}
","[['mqg90x', 87.25], ['n1mevw', 82.73], ['bnvda5', 81.96]]"
379,n1mevw,"You have building a angular component,requirement to load messages value in the UIproduct-list.component.html :
 div *ngFor=""let message of messages; let i=index""
div ______=""i10""
class=""message-row""
{{ message }}
/div
/div
product-list.component.ts : 
export class MessageComponent {
get messages(): string[] {
return this.messageService.messages;
}
which directive options needs to correctly placed for a conditional check from the following ?*ngIf
","[['n1mevw', 87.34], ['bnvda5', 84.73], ['mqg90x', 82.42]]"
380,bnvda5,"You have building a angular component,requirement to load messages value in the UIproduct-list.component.html :
 div _____=""let message of messages; let i=index""
div *ngIf=""i10""
class=""message-row""
{{ message }}
/div
/div
product-list.component.ts : 
export class MessageComponent {
get messages(): string[] {
return this.messageService.messages;
}
, which directive options needs to correctly placed from the following ?*ngFor
","[['bnvda5', 88.75], ['n1mevw', 82.9], ['mqg90x', 79.89]]"
381,wpbav4,"You have building a angular component,requirement to pass some data from child component called Star Component toparent : ProductListComponent
product-list.component.html :
pm-star ________=""addItem($event)""
/pm-star
star.component.ts : 
export class StarComponent {
@Input() rating = 0;
@Output() ratingClicked: EventEmitterstring =
new EventEmitterstring();
addNewItem(value: string) {
this.ratingClicked.emit(`The rating ${this.rating} was clicked!`);
}
}
, which options needs to correctly placed from the following ?(ratingClicked)
","[['wpbav4', 89.2], ['8y41ol', 88.46], ['xqm4vr', 87.43], ['lq1moa', 66.09]]"
382,8y41ol,"You have building a angular component,requirement to pass some data from child component called Star Component toparent : ProductListComponent
product-list.component.html :
pm-star (ratingClicked)=""addItem($event)""
/pm-star
star.component.ts : 
export class StarComponent {
@Input() rating = 0;
@Output() ratingClicked: EventEmitterstring =
___________;
addNewItem(value: string) {
this.ratingClicked.emit(`The rating ${this.rating} was clicked!`);
}
}
, which options needs to correctly placed from the following ?new EventEmitterstring()
","[['8y41ol', 88.46], ['wpbav4', 87.63], ['xqm4vr', 87.43], ['lq1moa', 66.09]]"
383,xqm4vr,"You have building a angular component,requirement to pass some data from child component called Star Component toparent : ProductListComponent
product-list.component.html :
pm-star (ratingClicked)=""addItem($event)""
/pm-star
star.component.ts : 
export class StarComponent {
@Input() rating = 0;
______ ratingClicked: EventEmitterstring =
new EventEmitterstring();
addNewItem(value: string) {
this.ratingClicked.emit(`The rating ${this.rating} was clicked!`);
}
}
, which options needs to correctly placed from the following ?@Output()
","[['8y41ol', 88.46], ['wpbav4', 87.63], ['xqm4vr', 87.43], ['lq1moa', 66.09]]"
384,lq1moa,"You have building a angular component,requirement to pass some data from parent : ProductListComponent tochild component called Star Component product-list.component.html :
pm-star __________=""product.starRating""
/pm-star
star.component.ts : 
export class StarComponent implements OnChanges {
@Input() rating = 0;
ngOnChanges(): void {
this.starWidth = this.rating * 75 / 5;
}
}
, which options needs to correctly placed from the following ?[rating]
","[['lq1moa', 91.25], ['6y950v', 87.51], ['wpbav4', 65.94], ['8y41ol', 65.45]]"
385,6y950v,"You have building a angular component,requirement to pass some data to parent : ProductListComponent tochild component called Star Component product-list.component.html :
pm-star [rating]=""product.starRating""
/pm-star
star.component.ts : 
export class StarComponent implements OnChanges {
________
ngOnChanges(): void {
this.starWidth = this.rating * 75 / 5;
}
}
, which options needs to correctly placed from the following ?@Input() rating = 0;
","[['6y950v', 88.66], ['lq1moa', 88.54], ['wpbav4', 66.71]]"
386,oq30vv,"Angular has a base module named : app.module.ts which has the following code :imports: [
RouterModule.forRoot([
{ path: 'welcome', component: WelcomeComponent },
{ path: '', redirectTo: 'welcome', pathMatch: 'full' },
{ path: '**', redirectTo: 'welcome', pathMatch: 'full' }
])
] , For what purpose the above code is used for ?Routing","[['oq30vv', 95.71]]"
387,yyb63a,"There is css file named : app.component.css : .nav-link {
font-size: large;
} , 
What will be correct code from the following options in terms of referencing in component directive ?@Component({
selector: 'pm-root',
templateUrl: './app.component.html',
styleUrls: ['./app.component.css']
})
","[['yyb63a', 77.74]]"
388,3g1ome,"This is sample html present in app.component.html : nav class='navbar navbar-expand navbar-light bg-light'
a class='navbar-brand'{{Title}}/a
ul class='nav nav-pills'
lia class='nav-link' routerLinkActive='active' routerLink='/welcome'Home/a/li
/ul
/nav , 
Please choose the right typescript code for the Data Binding from the following options?export class AppComponent {
Title = 'Project App';
}
","[['3g1ome', 91.37], ['vbgdvm', 78.86]]"
389,vbgdvm,"This is sample html present in app.component.html : nav class='navbar navbar-expand navbar-light bg-light'
a class='navbar-brand'{{Title}}/a
ul class='nav nav-pills'
lia class='nav-link' routerLinkActive='active' routerLink='/welcome'Home/a/li
/ul
/nav , 
this html code should be present in which of the following component directive ?@Component({
selector: 'pm-root',
templateUrl: './app.component.html',
styleUrls: ['./app.component.css']
})
","[['vbgdvm', 87.73], ['3g1ome', 73.4]]"
390,ao6pam,"Identify the type of validation being done in the following code?input type=""email"" name=""email"" ng-model=""email"" required
span style=""color:red"" ng-show=""myForm.email.$dirty  myForm.email.$invalid""
span ng-show=""myForm.email.$error.required""Email is required./span
span ng-show=""myForm.email.$error.email""Invalid email address./span
/span
Email Validation","[['ao6pam', 93.9], ['vbgdpa', 79.74]]"
391,d084l9,"Which among the following is a two-way binding to exchange data?[(ngModel)]
","[['d084l9', 92.07]]"
392,1q69bq,"How do you use ngclass an array in angular?div [ngClass]=”[’first’, ‘second’, ‘third’]”
p [ngClass]=""['fourth']""ARRAY/p
/div
","[['1q69bq', 66.85]]"
393,q6gqv1,"Read the two code properly and guess if the element doesnot have any already existing classes what would the outcome of two be different or same.1.[class.new-class]=""true""
2.[class]=""'new-class'""
It would be same","[['q6gqv1', 94.6]]"
394,rld5yv,"Joey is newbie in angular development and is confused when provided with four almost identical code. He wants to choose a code that set background color to green if the value of the person.name is equal to his name otherwise reddiv [ngStyle]=""{'background-color':person.name === 'Joey' ? 'green' : 'red' }""/div
","[['rld5yv', 93.24]]"
395,0qrm8e,"In the following code what are chances of getting a random offline from the expression?import {Component} from '@angular/core';@Component(
{selector: 'app-server',
templateUrl: 'server.component.html'})
export class ServerComponent {
serverID: number = 10;
serverStatus: string = 'Offline';
constructor () {
this.serverStatus = Math.random()  0.5 ? 'Online' : 'Online';
}
 getServerStatus() {
return this.serverStatus;
}
}
0","[['0qrm8e', 83.09], ['9deprp', 81.98]]"
396,9deprp,"In the following code what are chances of getting a random offline from the expression?import {Component} from '@angular/core';@Component(
{selector: 'app-server',
templateUrl: 'server.component.html'})
export class ServerComponent {
serverID: number = 10;
serverStatus: string = 'Offline';

constructor () {
this.serverStatus = Math.random()  0.5 ? 'Online' : 'Offline';
}
 getServerStatus() {
return this.serverStatus;
}
}
0.5","[['9deprp', 83.52], ['0qrm8e', 82.04]]"
397,bnvdo5,"Which among the following code would remove all the existing classes for that element and replaces them with just 'new-class'.[class]=""'new-class'""
","[['bnvdo5', 92.98]]"
398,mqg9yx,"let myDiv = document.getElementById('my-div');
myDiv.style.color = 'orange';
How would you perform the same task in angular?div [style.color]=""'orange'""style using property syntax, this text is orange/div
","[['mqg9yx', 70.03]]"
399,n1meyw,"Which among the following code would set the background color of the div to black.div [ngStyle]=""{'background-color':'black'}""/div
","[['n1meyw', 89.74]]"
400,wpba14,"John is an angular developer and wants to add multiple CSS classes using directives. What would his obvious choice be?div [ngClass]=""isSpecial ? 'special' : ' '""Class Added/div
","[['wpba14', 72.76]]"
401,xqm4yr,"Read the following and tell which one is the template statement?button (click)=""editProfile()""DONE/button
editProfile
","[['xqm4yr', 97.91]]"
402,lq1mya,"Read the following and tell which one is the template expression?h3{{username}},DONE/h3
{{username}}
","[['lq1mya', 97.82]]"
403,6y95ev,"Choose among the following where Angular would evaluate a title and URL properties. Thus it would first display a bold application title and then a URL.h2
{{title}}
img src=""{{url}}"" style=""height:30px""
/h2
","[['6y95ev', 81.99]]"
404,vbgd1m,"For a component named zipcode how would you define the template of inline type.ng generate component zipcode -it
","[['vbgd1m', 83.33]]"
405,4g8rma,"The Map parameter of “userDATA” to fieldnamed userLIST is correct in which of the following?@Input('userDATA') userLISTa
","[['4g8rma', 90.07]]"
406,3g1one,"Read the code and identify the type of template being used?import { Component, OnInit } from '@angular/core';@Component({
selector: 'app-zipcode',
template: `
p
zipcode inline template
/p
`,
styleUrls: ['./zipcode.component.css']
})
 
export class ZipcodeComponent implements OnInit {
 
constructor() { }
 
ngOnInit() { }
}
Inline Template","[['3g1one', 76.38]]"
407,d084a9,"According to you the below component would likely be this pageimport {Component} from '@angular/core'. @Component({
template: `h1Page not found/h1
pThis is a Error Page/p`
}) 
export class ErrorComponent {
}
Error Page","[['d084a9', 82.89]]"
408,yybrm9,"Sam is trying to learn Angular frameworks and he is stuck with a problem, after looking at the book and even using Internet he can't understand the peoblem, he approaches you to help him and tell him Which one of the following options is the correctdefault structure of AppModule generated by AngularCLI?import { BrowserModule } from '@angular/platform-browser';
import { NgModule } from '@angular/core';
import { FormsModule } from '@angular/forms';
import { HttpClientModule } from '@angular/common/http';

import { AppComponent } from './app.component';

/* the AppModule class with the @NgModule decorator */
@NgModule({
declarations: [
AppComponent
],
imports: [
BrowserModule,
FormsModule,
HttpClientModule
],
providers: [],
bootstrap: [AppComponent]
})
export class AppModule { }
","[['xqm4o1', 68.46]]"
409,oq3loq,"Out of the Following options which one of them is the correct structure for Importing HttpClient into the root module in Angular Framework?import { HttpClientModule } from '@angular/common/http';
@NgModule({
imports: [
...
HttpClientModule
],
......
})
export class AppModule {}
","[['oq3loq', 74.4], ['6y9m33', 70.39]]"
410,3g1w4x,"the following code is an example that applies in the angular framework? import { NgModule } from '@angular/core';
import { BrowserModule } from '@angular/platform-browser';
import { BrowserAnimationsModule } from '@angular/platform-browser/animations';
import { AppComponent } from './app.component';
import { AppRoutingModule } from './app-routing.module';
import { HomeComponent } from './home/home.component';
import { AboutComponent } from './about/about.component';
@NgModule({
imports: [BrowserModule, BrowserAnimationsModule, AppRoutingModule],
declarations: [AppComponent, HomeComponent, AboutComponent],
bootstrap: [AppComponent]
})
export class AppModule { }
Creating an Animation","[['3g1w4x', 70.71]]"
411,vbg9yg,"Jack is trying to learn Angular frameworks and he is stuck with a problem, after looking at the book and even using the Internet he can't understand the peoblem, he approaches you to help him and tell him What does the following code signifies:-import { Injectable } from '@angular/core';
import { Http } from '@angular/HTTP;
@Injectable({ 
})
export class RepoService {
constructor(private http: Http) { }

fetchAll() {
return this.http.get('https://api.github.com/repositories');
}
}
The above service uses HTTP service as a dependency.","[['vbg9yg', 88.78], ['bnvd19', 67.91], ['eew6oy', 67.83], ['xqm4dr', 67.22], ['0qrme8', 66.64]]"
412,4g8bgq,"which one of the following options are the correct methods to animate routing?import { NgModule } from '@angular/core';
import { RouterModule, Routes } from '@angular/router';

import { HomeComponent } from './home/home.component';
import { AboutComponent } from './about/about.component';

export const routes: Routes = [
{ path: '', component: HomeComponent },
{ path: 'about', component: AboutComponent }
];

@NgModule({
imports: [
RouterModule.forRoot(routes)
],
exports: [RouterModule]
})
export class AppRoutingModule {}
",[]
413,ao69og," the following code is an example of which application?import { Injectable }from '@angular/core';
import { Observable }from 'rxjs'; Aniket is trying to learn Angular frameworks and he is stuck with a problem, after looking to the book and even using the Internet he can't understand the peoblem, he approaches you to help him and tell him
import { CanDeactivate,
ActivatedRouteSnapshot,
RouterStateSnapshot }from '@angular/router';
import { MyComponent} from './my-component/my-component.component';
@Injectable()
export class CanDeactivateGuard implements CanDeactivateMyComponent {
canDeactivate(
component: MyComponent,
route: ActivatedRouteSnapshot,
state: RouterStateSnapshot
): Observableboolean | boolean { 
if (expression === true) {
return true;
}
return component.dialogService.confirm('Discard changes?');
}
}
How can you cancel router navigation?","[['3g1ow9', 84.02], ['ao69og', 81.4], ['lq1m44', 79.55], ['vbgddp', 78.4], ['pogxor', 73.49]]"
414,d08r0r,"which of the following is the correct method to successfully cancel router navigation?import { Injectable }from '@angular/core';
import { Observable }from 'rxjs';
import { CanDeactivate,
ActivatedRouteSnapshot,
RouterStateSnapshot }from '@angular/router';

import { MyComponent} from './my-component/my-component.component';

@Injectable()
export class CanDeactivateGuard implements CanDeactivateMyComponent {

canDeactivate(
component: MyComponent,
route: ActivatedRouteSnapshot,
state: RouterStateSnapshot
): Observableboolean | boolean {
 
if (expression === true) {
return true;
}

return component.dialogService.confirm('Discard changes?');
}
}
",[]
415,pogxor,"Jack is trying to learn Angular frameworks and he is stuck with a problem, after looking at the book and even using the Internet he can't understand the peoblem, he approaches you to help him and tell him In The following Code:-import { Injectable }from '@angular/core';
import { Observable }from 'rxjs';
import { CanDeactivate,
ActivatedRouteSnapshot,
RouterStateSnapshot }from '@angular/router';
import { MyComponent} from './my-component/my-component.component';
@Injectable()
export class CanDeactivateGuard implements CanDeactivateMyComponent {
canDeactivate(
component: MyComponent,
route: ActivatedRouteSnapshot,
state: RouterStateSnapshot
): Observableboolean | boolean {
// you can just return true or false synchronously
if (expression === true) {
return true;
}
// or, you can also handle the guard asynchronously, e.g.
// asking the user for confirmation.
return component.dialogService.confirm('Discard changes?');
}
}
what does MyComponent signify?MyComponent is a custom component","[['pogxor', 85.82], ['3g1ow9', 82.8], ['lq1m44', 78.66], ['ao69og', 71.49], ['vbgddp', 71.43]]"
